物料	物料号	产品名称	型号规格	型号规格（中）	物料特征	六位代码	供应商代码	供应商名称	基本单位	净重（公斤）	毛重 （公斤）	体积（立方	长度（米）	宽度（米	高度（米）	物流毛重	物流毛重单位	物流体积	物流体积单位	物流长度	物流宽度	物流高度	物流尺寸单位	SN标志	基本单位 /主包装箱	净重（公斤）	毛重 （公斤）	体积（立方	长度（米）	宽度（米	高度（米）	基本单位 /次包装箱	净重（公斤）	毛重 （公斤）	体积（立方	长度（米）	宽度（米	高度（米）	经销商价格	SRP	始销日期	停止日期	下载日期	产品组	业务部门	物料组1
54-0050-13	P54005013	VGN-Z4      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.152	KG	16672.5	CCM	39	15	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	19343.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0050-48	P54005048	VGN-TT2     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.009438	0.33	0.11	0.26	2.728	KG	11286	CCM	33	12	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	17002.72		0	0	20110829	VAIO	CSM	VAIO CTO
54-0050-49	P54005049	VGN-SR4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.5	KG	19720	CCM	42.5	32	14.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8834.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0050-50	P54005050	VGN-Z4      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.152	KG	16758	CCM	39.2	15	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	16727.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0050-51	P54005051	VGN-Z4      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.152	KG	16758	CCM	39.2	15	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	31235.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0050-52	P54005052	VGN-CS3     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000069	达功（上海）电脑有限公司	台	2.102	3.402	0.018156	0.398	0.143	0.319	4.1	KG	18512.8	CCM	14.6	31.7	40	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9594.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0050-69	P54005069	VGN-Z4      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.152	KG	16758	CCM	39.2	15	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	30398.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0050-70	P54005070	VGN-Z4      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.152	KG	16758	CCM	39.2	15	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	16634.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0050-71	P54005071	VGN-Z4      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.152	KG	16758	CCM	39.2	15	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	27806.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0050-87	P54005087	VGN-Z4      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.152	KG	16758	CCM	39.2	15	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	21656.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0050-88	P54005088	VGN-Z4      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.152	KG	16758	CCM	39.2	15	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	21854.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0050-89	P54005089	VGN-TT2     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.009438	0.33	0.11	0.26	2.728	KG	11286	CCM	33	12	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	16438.72		0	0	20110829	VAIO	CSM	VAIO CTO
54-0051-04	P54005104	VGN-Z4      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.152	KG	16758	CCM	39.2	15	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	13949.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0051-05	P54005105	VGN-Z4      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.152	KG	15475.5	CCM	36.2	15	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	19145.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0051-06	P54005106	VGN-Z4      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.152	KG	16758	CCM	39.2	15	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	24458.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0051-07	P54005107	VGN-Z4      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.152	KG	16758	CCM	39.2	15	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	17006.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0051-08	P54005108	VGN-Z4      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.152	KG	16758	CCM	39.2	15	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	24818.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0051-09	P54005109	VGN-Z4      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.152	KG	16758	CCM	39.2	15	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	16925.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0051-10	P54005110	VGN-CS3     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000069	达功（上海）电脑有限公司	台	2.102	3.402	0.018156	0.398	0.143	0.319	4.1	KG	18512.8	CCM	14.6	31.7	40	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6934.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0051-55	P54005155	VGN-Z4      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.152	KG	16758	CCM	39.2	15	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	17669.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0051-77	P54005177	VGN-CS3     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000069	达功（上海）电脑有限公司	台	2.102	3.402	0.018156	0.398	0.143	0.319	4.1	KG	18512.8	CCM	14.6	31.7	40	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8929.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0051-78	P54005178	VGN-CS3     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000069	达功（上海）电脑有限公司	台	2.102	3.402	0.018156	0.398	0.143	0.319	4.1	KG	18512.8	CCM	14.6	31.7	40	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9689.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0051-79	P54005179	VGN-SR4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.5	KG	19720	CCM	42.5	32	14.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10164.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0051-80	P54005180	VGN-Z4      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.152	KG	16758	CCM	39.2	15	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	21470.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-0051-81	P54005181	VGN-CS3     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000069	达功（上海）电脑有限公司	台	2.102	3.402	0.018156	0.398	0.143	0.319	4.1	KG	18512.8	CCM	14.6	31.7	40	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8454.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0053-75	P54005375	VGN-SR5S1   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10544.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0053-76	P54005376	VGN-SR5S2   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9594.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0053-77	P54005377	VGN-SR5S3   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7314.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0053-78	P54005378	VGN-SR5S5   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6459.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0053-79	P54005379	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	12444.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0053-80	P54005380	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	20508.8	CCM	44.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	12444.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0053-81	P54005381	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9594.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0053-82	P54005382	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9594.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0053-83	P54005383	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9594.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0054-03	P54005403	VGN-Z5S1    CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	13019.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0054-04	P54005404	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.3	KG	15972	CCM	392	145	281	MM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	37292.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0054-05	P54005405	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.3	KG	15972	CCM	392	145	281	MM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	37292.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0054-06	P54005406	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.3	KG	15972	CCM	392	145	281	MM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	37013.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0054-07	P54005407	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	29666.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0054-08	P54005408	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	29387.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0054-42	P54005442	VGN-TT4S1   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012688	0.35	0.125	0.29	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	19363.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0054-43	P54005443	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012688	0.35	0.125	0.29	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	12031.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0054-44	P54005444	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012688	0.35	0.125	0.29	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	11561.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0054-45	P54005445	VGN-TT4S2   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012688	0.35	0.125	0.29	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	13441.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0054-46	P54005446	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012688	0.35	0.125	0.29	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	26037.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0054-47	P54005447	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012688	0.35	0.125	0.29	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	25567.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0054-48	P54005448	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012688	0.35	0.125	0.29	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	25567.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0054-49	P54005449	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012688	0.35	0.125	0.29	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10809.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0054-50	P54005450	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012688	0.35	0.125	0.29	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10809.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0055-91	P54005591	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	5	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9499.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0055-92	P54005592	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	5	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9499.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0055-93	P54005593	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	5	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9214.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0055-94	P54005594	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	5	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8596.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0055-95	P54005595	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	5	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8596.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0055-96	P54005596	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	5	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8311.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0055-97	P54005597	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	5	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6316.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0055-98	P54005598	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	5	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6316.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0055-99	P54005599	VPCCW1S1C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	5	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	5224.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0056-00	P54005600	VPCCW1S2C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	5	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	5224.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0056-01	P54005601	VPCCW1S3C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	5	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6364.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0056-02	P54005602	VPCCW1S4C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	5	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6364.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0056-03	P54005603	VPCCW1S5C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	5	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6364.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0056-04	P54005604	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	5	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	5936.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0056-05	P54005605	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	5	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	5936.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0056-23	P54005623	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	37292.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0056-24	P54005624	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	37292.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0056-25	P54005625	VGN-Z5      CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	2	3.3	0.015972	0.392	0.145	0.281	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	37013.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-0056-96	P54005696	VGN-SR5S4   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.484	KG	19580.8	CCM	42.2	14.5	32	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7314.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0056-97	P54005697	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	12206.55		0	0	20110829	VAIO	CSM	VAIO CTO
54-0056-98	P54005698	VPCCW100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.955	3.255	0.016854	0.486	0.102	0.34	4.8	KG	17530.24	CCM	49	10.4	34.4	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7219.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-0056-99	P54005699	VGN-SR5     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2	3.3	0.018228	0.42	0.14	0.31	3.03	KG	16323.375	CCM	14.5	39.5	28.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	11387.65		0	0	20110829	VAIO	CSM	VAIO CTO
54-0058-76	P54005876	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012688	0.35	0.125	0.29	2.657	KG	12506.25	CCM	12.5	34.5	29	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10809.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-0058-77	P54005877	VGN-TT4     CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	500100	Sony Corporation-USD	台	0.95	2.25	0.012688	0.35	0.125	0.29	2.657	KG	12549.375	CCM	12.5	34.5	29.1	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	12689.06		0	0	20110829	VAIO	CSM	VAIO CTO
