物料	物料号	产品名称	型号规格	型号规格（中）	物料特征	六位代码	供应商代码	供应商名称	基本单位	净重（公斤）	毛重 （公斤）	体积（立方	长度（米）	宽度（米	高度（米）	物流毛重	物流毛重单位	物流体积	物流体积单位	物流长度	物流宽度	物流高度	物流尺寸单位	SN标志	基本单位 /主包装箱	净重（公斤）	毛重 （公斤）	体积（立方	长度（米）	宽度（米	高度（米）	基本单位 /次包装箱	净重（公斤）	毛重 （公斤）	体积（立方	长度（米）	宽度（米	高度（米）	经销商价格	SRP	始销日期	停止日期	下载日期	产品组	业务部门	物料组1
54-1089-31	P54108931	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.2	KG	11857.5	CCM	45	8.5	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	11159.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-32	P54108932	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7331.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-33	P54108933	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6297.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-34	P54108934	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6391.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-35	P54108935	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.2	KG	11857.5	CCM	45	8.5	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	11158.14		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-36	P54108936	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.2	KG	11857.5	CCM	45	8.5	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10496.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-37	P54108937	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.2	KG	11857.5	CCM	45	8.5	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9020.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-38	P54108938	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.2	KG	11857.5	CCM	45	8.5	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	12089.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-39	P54108939	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.2	KG	11857.5	CCM	45	8.5	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8927.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-40	P54108940	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.2	KG	11857.5	CCM	45	8.5	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9020.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-41	P54108941	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.2	KG	11857.5	CCM	45	8.5	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8927.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-42	P54108942	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.2	KG	11857.5	CCM	45	8.5	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8927.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-43	P54108943	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.2	KG	11857.5	CCM	45	8.5	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10880.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-44	P54108944	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.2	KG	11857.5	CCM	45	8.5	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10880.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-45	P54108945	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.2	KG	11857.5	CCM	45	8.5	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10787.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-46	P54108946	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.2	KG	11857.5	CCM	45	8.5	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	21110.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-47	P54108947	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.2	KG	11857.5	CCM	45	8.5	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7997.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-48	P54108948	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6861.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-49	P54108949	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6391.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-50	P54108950	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.2	KG	11857.5	CCM	45	8.5	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	22027.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-66	P54108966	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.2	KG	11857.5	CCM	45	8.5	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10961.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-67	P54108967	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.5	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	27607.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-68	P54108968	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.5	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9566.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-69	P54108969	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.2	KG	11857.5	CCM	45	8.5	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	13203.21		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-70	P54108970	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7048.12		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-77	P54108977	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6861.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-78	P54108978	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.2	KG	11857.5	CCM	45	8.5	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	26863.98		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-79	P54108979	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.5	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8462.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-80	P54108980	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.5	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	12076.98		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-81	P54108981	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.2	KG	11857.5	CCM	45	8.5	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10694.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-82	P54108982	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.2	KG	11857.5	CCM	45	8.5	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	11531.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1089-83	P54108983	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3	KG	16879.5	CCM	45	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6881.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-06	P54109106	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6109.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-07	P54109107	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	5639.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-08	P54109108	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8270.12		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-09	P54109109	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8176.12		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-10	P54109110	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9211.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-11	P54109111	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9681.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-12	P54109112	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8741.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-13	P54109113	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6579.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-14	P54109114	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7894.12		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-15	P54109115	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6391.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-57	P54109157	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.5	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	15995.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-72	P54109172	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.5	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10310.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-73	P54109173	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.5	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10229.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-74	P54109174	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7613.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-75	P54109175	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.5	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	11437.14		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-76	P54109176	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.5	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	11239.98		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-77	P54109177	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7519.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-78	P54109178	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.5	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	10775.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-79	P54109179	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6109.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-80	P54109180	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.5	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	8915.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-1091-81	P54109181	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3.5	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	9671.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1096-48	P54109648	VPCEH100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000105	纬新资通(昆山)有限公司	台	2.2	3.5	0.017072	0.51	0.103	0.325	4.2	KG	17072.25	CCM	51	10.3	32.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	4127.04		0	0	20110829	VAIO	CSM	VAIO CTO
54-1096-49	P54109649	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6203.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1096-50	P54109650	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6203.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1096-51	P54109651	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	N/A	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	15158.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1096-52	P54109652	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6767.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1096-53	P54109653	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7811.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1096-54	P54109654	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	14228.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1098-59	P54109859	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	22957.05		0	0	20110829	VAIO	CSM	VAIO CTO
54-1098-60	P54109860	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	16913.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-1098-61	P54109861	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7143.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1098-62	P54109862	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	22493.91		0	0	20110829	VAIO	CSM	VAIO CTO
54-1098-63	P54109863	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	16460.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1098-64	P54109864	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	13391.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1098-65	P54109865	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7811.07		0	0	20110829	VAIO	CSM	VAIO CTO
54-1098-66	P54109866	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	13159.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1098-67	P54109867	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	6109.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1098-68	P54109868	VPCCA100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	2.7	4	0.016027	0.48	0.106	0.315	4	KG	16027.2	CCM	48	10.6	31.5	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	11749.06		0	0	20110829	VAIO	CSM	VAIO CTO
54-1098-69	P54109869	VPCSD100C   CN1	NOTEBOOK	笔记本电脑	VAIO CTO	SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.7	3	0.01793	0.478	0.121	0.31	3	KG	17929.78	CCM	47.8	12.1	31	CM	X		0	0	0	0	0	0	0	0	0	0	0	0	0	7997.07		0	0	20110829	VAIO	CSM	VAIO CTO
